venue_id,venue_name,city_name,n_events,n_artists,capacity,capacity_source
2bd02c76,Kia Forum,Inglewood,164,124,17500,wikipedia
33d4b801,Yoshi's Oakland,Oakland,161,66,310,operator
43d637b3,Wiltern Theatre,Los Angeles,120,114,1850,wikipedia
3d28953,The Belasco,Los Angeles,118,114,1500,wikipedia
5bd6c3c8,Discovery Park,Sacramento,115,112,30000,festival_aftershock
43d63bdb,House of Blues,Anaheim,107,93,2200,operator
4bd4c71e,Great American Music Hall,San Francisco,101,92,600,wikipedia
7bd0da98,Goldfield Trading Post,Roseville,99,96,1000,operator
3d47157,The Regent Theater,Los Angeles,99,91,1000,operator
4bd057ba,Holland America Lines-MS Koningsdam,San Diego,96,30,200,cruise_show_theater
33d62cf9,Hollywood Bowl,Los Angeles,94,74,17500,wikipedia
3bd61cdc,Belly Up Tavern,Solana Beach,91,81,600,operator
7bd61e48,The Glass House,Pomona,91,89,800,operator
4bd293fe,Lodge Room,Los Angeles,89,77,350,operator
73d63a75,Hollywood Palladium,Los Angeles,83,74,4000,wikipedia
3d23db7,The Fillmore,San Francisco,82,76,1150,wikipedia
63d772f7,The Chapel,San Francisco,81,65,600,operator
3bd6d81c,Troubadour,West Hollywood,80,69,500,wikipedia
bd5d53a,Goldfield Trading Post,Sacramento,79,79,1500,operator
6bd7cab2,The Observatory,Santa Ana,78,74,1000,operator
53d44759,The Observatory North Park,San Diego,78,74,1100,operator
3d035e7,Brick by Brick,San Diego,77,75,300,operator
33d3dc19,Norwegian Jewel,Los Angeles,76,37,200,cruise_show_theater
4bd61ff2,Greek Theatre,Los Angeles,76,72,5900,wikipedia
5bd66bd4,Whisky A Go Go,West Hollywood,74,70,500,wikipedia
13d65575,Los Angeles State Historic Park,Los Angeles,73,73,40000,festival_hardsummer
3d66d67,The Roxy,West Hollywood,73,69,500,wikipedia
73d20205,Moreno Beach,Perris,71,71,35000,festival_lakeparty
3bd0e848,2220 Arts + Archives,Los Angeles,70,63,200,operator
7bd63658,The Catalyst,Santa Cruz,70,70,800,operator
63d35a77,The Regency Ballroom,San Francisco,70,65,1400,operator
63d63667,The Warfield,San Francisco,70,62,2300,wikipedia
7bd6c2a4,The Coach House,San Juan Capistrano,69,63,480,operator
53d237a9,Garden Amphitheatre,Garden Grove,69,66,1300,operator
2bd6c42a,House of Blues,San Diego,68,68,1100,operator
3d6cdeb,Golden Gate Park,San Francisco,67,66,75000,festival_outsidelands
4bd39bea,Brookside Park,Pasadena,67,67,30000,festival_cruelworld
23d2b0bb,Zebulon Cafe,Los Angeles,66,60,200,operator
4bd63b02,Largo at the Coronet,Los Angeles,66,31,280,operator
73d066f1,Pier 80,San Francisco,65,65,30000,festival_portola
bd70d76,The Mountain Winery,Saratoga,65,59,2500,operator
13d6c93d,Nevada County Fairgrounds,Grass Valley,65,45,15000,festival_worldfest
1bd74988,The Fonda Theatre,Los Angeles,64,54,1200,wikipedia
3bd2c488,Fox Theater,Oakland,64,59,2800,wikipedia
1bd39900,Blue Note Napa,Napa,64,22,175,operator
73d6ca21,The Echo,Los Angeles,63,62,350,operator
23d3ece3,The Kelly Clarkson Show,Universal City,62,1,200,tv_studio_audience
13d38dc9,The Catalyst Atrium,Santa Cruz,60,60,350,operator
3d6358b,Bottom of the Hill,San Francisco,60,60,250,wikipedia
1bd63960,Dodger Stadium,Los Angeles,59,57,50000,concert_typical
63d7a257,Ace of Spades,Sacramento,57,56,1000,wikipedia
63d6c247,The Independent,San Francisco,55,52,500,operator
2bd390d6,Harlow's Restaurant & Nightclub,Sacramento,54,52,200,operator
23d5b49b,Teragram Ballroom,Los Angeles,51,45,600,operator
53d63b61,The Casbah,San Diego,51,48,200,wikipedia
7bd4e2f8,El Rey Theatre,Los Angeles,51,50,750,wikipedia
3bd3c478,Oakland Arena,Oakland,51,48,19500,wikipedia
bd2fd2a,1720,Los Angeles,50,49,1500,operator
23d24cff,The Masked Singer,Los Angeles,50,28,200,tv_studio_audience
63d0c27f,Cornerstone,Berkeley,50,50,700,operator
3d7ddfb,Constellation Room,Santa Ana,49,49,350,operator
5bd6d7b4,Shoreline Amphitheatre,Mountain View,49,45,22500,wikipedia
7bd61e78,Echoplex,Los Angeles,49,47,700,operator
4bd7337a,Sweetwater Music Hall,Mill Valley,48,42,300,operator
6bd6c2f6,SOMA,San Diego,47,42,2500,operator
4bd3f3f2,Chase Center,San Francisco,46,44,18000,wikipedia
53d623c1,Chain Reaction,Anaheim,46,42,350,operator
23d0f42f,YouTube Theater,Inglewood,46,44,6000,wikipedia
3bd7c020,Los Angeles Theatre,Los Angeles,45,43,2000,operator
7bd6da7c,Rickshaw Stop,San Francisco,43,43,500,operator
13d6354d,Bill Graham Civic Auditorium,San Francisco,42,36,8500,wikipedia
1bd61950,Pappy & Harriet's Palace,Pioneertown,42,39,500,operator
13d675c9,Soda Bar,San Diego,42,42,200,operator
5bd397ec,Masonic Auditorium,San Francisco,41,31,3300,wikipedia
3bd03cec,Nova SD,San Diego,41,41,1200,operator
23d2c803,August Hall,San Francisco,41,41,950,operator
43d29bbb,Humphreys,San Diego,40,33,1400,operator
bd38d22,Toyota Arena,Ontario,38,37,11000,wikipedia
63d582ef,Starline Social Club,Oakland,38,37,500,operator
3bd29ca0,FivePoint Amphitheatre,Irvine,36,36,12000,operator
6bd3966a,SAP Center at San Jose,San Jose,36,35,17500,wikipedia
4bd2a786,Moroccan Lounge,Los Angeles,36,36,275,operator
5bd227fc,Academy LA,Los Angeles,36,36,1500,operator
bd63986,Petco Park,San Diego,36,35,42000,wikipedia
73d53a3d,Embarcadero Marina Park North,San Diego,36,33,10000,operator
3d0ede7,The Midnight Hour,San Fernando,35,32,500,default_small_club
53d59739,The Majestic Ventura Theater,Ventura,35,34,1200,operator
5bd637a8,Honda Center,Anaheim,35,30,17000,wikipedia
5bd3a398,Felton Music Hall,Felton,35,33,350,operator
43d66703,The New Parish,Oakland,35,35,400,operator
1bd5b144,Microsoft Theater,Los Angeles,35,31,7100,wikipedia
23d2947b,National Orange Show Events Center,San Bernardino,35,35,30000,festival_capacity
5bd33b00,The Starlet Room,Sacramento,34,32,200,operator
63d4860b,Seaside Lagoon,Redondo Beach,33,33,5000,festival_beachlife
63d4964b,Strummer's,Fresno,33,33,500,default_small_club
73d586a5,Music Box,San Diego,33,33,700,operator
1bd7e5d0,Doheny State Beach,Dana Point,33,33,15000,festival_dohenyblues
6bd35a56,Supply and Demand,Long Beach,32,31,500,default_small_club
53d3a395,William Randolph Hearst Greek Theatre,Berkeley,32,29,8500,wikipedia
5bd5c754,The Novo,Los Angeles,31,30,2300,wikipedia
33d520d9,The UC Theatre Taube Family Music Hall,Berkeley,31,29,1400,operator
7bd0d2a8,Crypto.com Arena,Los Angeles,30,15,20000,wikipedia
43d03f0f,The Guild Theatre,Menlo Park,30,24,600,operator
3bd13088,Oak Canyon Park,Silverado,29,29,15000,festival_outdoor
13d74dc1,Hopmonk Tavern,Novato,28,24,300,operator
43d44b8b,The Theatre at Ace Hotel,Los Angeles,28,24,1600,operator
53d5c7d5,Golden 1 Center,Sacramento,28,27,17000,wikipedia
1bd03564,Ventura Music Hall,Ventura,28,28,500,operator
43d55b6f,The Canyon,Agoura Hills,27,27,450,operator
6bd39e96,The Canyon - Montclair,Montclair,26,24,450,operator
73d44665,The Ritz,San Jose,26,26,500,default_small_club
3bd6d484,Alex's Bar,Long Beach,26,25,200,heuristic_bar
3bd1008c,Pool Deck @ Norwegian Jewel,Los Angeles,26,24,500,default_small_club
33d34cd5,Private Venue,Los Angeles,25,16,500,default_small_club
2bd25cba,Pechanga Arena,San Diego,25,25,12000,wikipedia
13d0b545,SoFi Stadium,Inglewood,25,14,70000,wikipedia
2bd63082,Freight & Salvage,Berkeley,24,18,500,default_small_club
5bd0ef24,Transplants Brewing,Palmdale,24,23,500,default_small_club
3d441c7,Waterfront Park,San Diego,24,24,500,default_small_club
63d3966b,San Jose Civic,San Jose,24,24,500,default_small_club
53d4af6d,Vina Robles Amphitheatre,Paso Robles,24,24,8000,heuristic_amphitheatre
23d2cc5f,Ivy Room,Albany,23,23,500,default_small_club
53d63781,Santa Barbara Bowl,Santa Barbara,22,19,200,heuristic_bar
63d72e9b,Brick & Mortar Music Hall,San Francisco,22,22,1200,heuristic_music_hall
7bd3ea2c,The Magnolia,El Cajon,22,21,500,default_small_club
43d6dbe3,Viejas Arena,San Diego,22,19,12000,heuristic_arena
73d62245,Orpheum Theatre,Los Angeles,21,17,1200,heuristic_theater
23d3a4fb,North Island Credit Union Amphitheatre,Chula Vista,21,21,20000,wikipedia
5bd4e300,Miner Auditorium,San Francisco,21,8,2500,heuristic_auditorium
1bde892c,Catch One,Los Angeles,21,21,500,default_small_club
3d2e9f3,The Canyon - Santa Clarita,Santa Clarita,21,19,500,default_small_club
3bd2f008,The Baked Potato,Los Angeles,21,11,500,default_small_club
3bd10080,Bliss Lounge @ Norwegian Jewel,Los Angeles,21,19,300,heuristic_lounge
3d39977,Golden State Theatre,Monterey,21,20,1200,heuristic_theater
bd63572,Bimbo's 365 Club,San Francisco,20,19,500,default_small_club
33d10081,Stardust Theater @ Norwegian Jewel,Los Angeles,20,14,1200,heuristic_theater
63d33287,Voodoo Room,San Diego,20,20,500,default_small_club
13d3cd0d,Seaport Village,San Diego,19,19,500,default_small_club
2bd10082,Magnum's @ Norwegian Jewel,Los Angeles,19,17,500,default_small_club
53d78b55,Saban Theater,Beverly Hills,18,18,1200,heuristic_theater
43d4774b,Mosswood Park,Oakland,18,17,500,default_small_club
13d6c591,Mystic Theatre,Petaluma,18,15,1200,heuristic_theater
2bd3a40a,The Venice West,Venice,17,17,500,default_small_club
63d5c627,Resident,Los Angeles,17,16,300,operator
6bd76a56,Eli's Mile High Club,Oakland,17,17,500,default_small_club
13d60115,Moe's Alley,Santa Cruz,16,16,500,default_small_club
13d1cdb9,First Street Pool & Billiard Parlor,Los Angeles,16,15,500,default_small_club
63d6365f,Mayan Theatre,Los Angeles,16,15,1200,heuristic_theater
7bd01604,Hard Rock Live,Wheatland,16,16,500,default_small_club
2bd38c5a,Rio Theatre,Santa Cruz,16,15,1200,heuristic_theater
33d394ed,Fremont Theater,San Luis Obispo,16,16,1200,heuristic_theater
53d23f6d,Banc of California Stadium,Los Angeles,16,14,30000,heuristic_stadium
33d040a5,AWE Bar,Yucca Valley,16,16,200,heuristic_bar
2bd0e086,Don Quixote,Los Angeles,16,16,500,default_small_club
53d55b15,The Redwood Bar,Los Angeles,16,16,200,heuristic_bar
63d3aa7f,Frost Amphitheater,Stanford,16,16,6900,wikipedia
43d78fd7,City National Grove of Anaheim,Anaheim,16,16,500,default_small_club
6bd2dae2,Elbo Room Jack London,Oakland,16,15,500,default_small_club
7bd67268,Balboa Theatre,San Diego,16,13,1200,heuristic_theater
3d021af,Knucklehead Hollywood,Los Angeles,16,16,500,default_small_club
73d70ab5,Exchange,Los Angeles,16,16,500,default_small_club
53d18319,"",Los Angeles,15,15,500,default_small_club
4bd2b396,The Midway,San Francisco,15,12,500,default_small_club
13d5b989,Toyota Amphitheatre,Wheatland,15,15,8000,heuristic_amphitheatre
3d4190b,The Wayfarer,Costa Mesa,15,15,500,default_small_club
3d2b13b,The Peppermint Club,West Hollywood,15,15,500,default_small_club
7bd47af4,Cal Coast Credit Union Open Air Theatre,San Diego,15,15,4600,wikipedia
23d3a403,Camp Navarro,Navarro,14,8,500,default_small_club
73d326b1,Mechanics Bank Arena,Bakersfield,14,14,12000,heuristic_arena
53d6dbcd,The Hotel Cafe,Los Angeles,14,14,150,heuristic_cafe
63d01e37,Yaamava' Theater,Highland,14,14,1200,heuristic_theater
bd081d2,The Bourbon Room Hollywood,Los Angeles,14,12,500,default_small_club
13d39d59,Paul Paul Theater,Fresno,14,14,1200,heuristic_theater
3d62157,Masonic Lodge at Hollywood Forever,Los Angeles,13,11,500,default_small_club
3bd7b0e4,Clive Davis Theater at the Grammy Museum,Los Angeles,13,12,1200,heuristic_theater
73d39e85,Monterey County Fairgrounds,Monterey,13,13,8000,heuristic_fairgrounds
4bd2c302,JaM Cellars Ballroom,Napa,13,9,1200,heuristic_ballroom
43d6375b,Arlington Theatre,Santa Barbara,13,13,1200,heuristic_theater
23d398f7,Oxnard Performing Arts & Convention Center,Oxnard,13,13,5000,heuristic_convention
2bd63cc2,The Che Cafe,La Jolla,12,11,150,heuristic_cafe
6bde4e06,The Sign of the Scorpion,Los Angeles,12,1,500,default_small_club
2bd7bc1a,Hollywood Forever Cemetery,Los Angeles,12,8,500,default_small_club
bd251ba,Shrine Auditorium and Expo Hall,Los Angeles,12,12,2500,heuristic_auditorium
13d789f5,Fred Kavli Theatre,Thousand Oaks,12,12,1200,heuristic_theater
3d01107,Blue Note Napa at Charles Krug Winery,Saint Helena,12,10,500,default_small_club
5bd2c794,The Joe Henderson Lab,San Francisco,12,5,500,default_small_club
23d62c2f,The Viper Room,West Hollywood,12,11,500,default_small_club
bd649ee,Uptown Theatre,Napa,12,12,1200,heuristic_theater
3d3cd17,Ruocco Park,San Diego,12,12,500,default_small_club
1bd5e974,El Cid,Los Angeles,12,12,500,default_small_club
23d6c4ab,Riverside Municipal Auditorium,Riverside,12,11,2500,heuristic_auditorium
3bd07070,Thunder Valley Outdoor Amphitheater,Lincoln,11,11,8000,heuristic_amphitheatre
63d2be1b,Gold Diggers,Los Angeles,11,10,500,default_small_club
4bd4437a,Cafe Colonial,Sacramento,11,11,150,heuristic_cafe
33d7c8c9,Arcata Theatre Lounge,Arcata,11,10,1200,heuristic_theater
3bd62458,DNA Lounge,San Francisco,11,11,300,heuristic_lounge
5bd6d788,The Mint,Los Angeles,11,10,200,operator
23d6347f,Café du Nord,San Francisco,11,11,150,heuristic_cafe
43d6635b,924 Gilman Street,Berkeley,11,10,500,default_small_club
1bd62178,Rose Bowl,Pasadena,11,9,500,default_small_club
13d61155,Jerry's Pizza & Pub,Bakersfield,11,11,200,heuristic_pub
bd62d8a,Disneyland,Anaheim,11,11,500,default_small_club
53d65b19,SoHo Restaurant and Music Club,Santa Barbara,11,11,500,default_small_club
1bd3a51c,The Beverly Hilton,Beverly Hills,11,11,500,default_small_club
53d39b95,Fox Theater Pomona,Pomona,10,10,1200,heuristic_theater
1bd38d8c,Veterans Memorial Building,Santa Cruz,10,10,500,default_small_club
3bd62c64,Crest Theatre,Sacramento,10,10,1200,heuristic_theater
1bd061e4,The Rady Shell at Jacobs Park,San Diego,10,10,500,default_small_club
5bd62bb0,Palace of Fine Arts Theatre,San Francisco,10,9,1200,heuristic_theater
4bd63b56,B.R. Cohn Winery,Glen Ellen,10,10,500,default_small_club
33d7483d,Neck of the Woods,San Francisco,10,10,500,default_small_club
73d02221,The Goldfish,Los Angeles,10,9,500,default_small_club
2bd618ce,Walt Disney Concert Hall,Los Angeles,9,7,1500,heuristic_concert_hall
53d72fa5,SOMA Sidestage,San Diego,9,9,500,default_small_club
3bd6642c,Los Angeles Memorial Coliseum,Los Angeles,9,7,20000,heuristic_coliseum
3bd5c860,Non Plus Ultra,Los Angeles,9,8,500,default_small_club
43d7fb43,Gundlach-Bundschu Winery,Sonoma,9,9,500,default_small_club
73d65efd,Thunder Valley Casino,Lincoln,9,9,500,default_small_club
4bd03326,The Sun Rose,West Hollywood,9,2,500,default_small_club
2bd10086,Spinnaker Lounge @ Norwegian Jewel,Los Angeles,9,9,300,heuristic_lounge
4bd7c3d6,Jimmy Kimmel Live,Los Angeles,9,9,500,default_small_club
7bd6d2d4,Shrine Auditorium,Los Angeles,9,8,6300,wikipedia
2bd548ba,Full Circle Brewing Co.,Fresno,9,9,500,default_small_club
2bd76c92,Club Fox,Redwood City,9,9,500,default_small_club
63d21ab3,Playback Studios,San Jose,8,7,500,default_small_club
4bd06bd6,MeloMelo Open Mic,Santa Cruz,8,1,500,default_small_club
2bd618ee,Hopmonk Tavern,Sebastopol,8,8,250,heuristic_tavern
73d29a0d,Til-Two Club,San Diego,8,8,500,default_small_club
4bd5bffe,The Late Late Show with James Corden,Los Angeles,8,8,500,default_small_club
33d23cf5,Temblor Brewing Company,Bakersfield,8,8,500,default_small_club
73d2f271,Shrine Exposition Hall,Los Angeles,8,7,800,heuristic_hall
63d7ca87,Los Globos Nightclub,Los Angeles,8,8,500,default_small_club
23d220df,Cerritos Center for the Performing Arts,Cerritos,8,8,500,default_small_club
4bd3a7de,Homestead Bowl & The X Bar,Cupertino,8,8,200,heuristic_bar
73d08a05,Project Barley Brewery,Lomita,8,7,200,heuristic_bar
33d6785d,Cascade Theatre,Redding,8,8,1200,heuristic_theater
63d0621f,Yaamava' Resort & Casino,Highland,8,7,500,default_small_club
3bd79cf8,Morongo Casino Resort & Spa,Cabazon,8,8,500,default_small_club
7bd3a23c,Programme Skate & Sound,Fullerton,8,8,500,default_small_club
1bd27164,Terrace Theater,Long Beach,8,8,1200,heuristic_theater
bd3d1be,The Paramount,Los Angeles,8,8,500,default_small_club
73d392c5,La Santa,Santa Ana,7,7,500,default_small_club
1bd6d1a4,Paramount Theatre,Oakland,7,7,1200,heuristic_theater
1bd39538,The Concert Lounge,Riverside,7,7,300,heuristic_lounge
73d3aa11,Adelanto Stadium,Adelanto,7,7,30000,heuristic_stadium
bd511fe,The Holding Company,San Diego,7,6,500,default_small_club
3bd71008,Winters Tavern,Pacifica,7,5,250,heuristic_tavern
5bd63364,Thee Parkside,San Francisco,7,7,500,default_small_club
3bd4504c,The Golden Bull,Oakland,7,7,500,default_small_club
23d5a8f7,Dolby Theatre,Los Angeles,7,3,1200,heuristic_theater
6bd7a6fe,Fox Performing Arts Center,Riverside,7,7,500,default_small_club
63d0968b,Roaring Camp,Felton,7,6,500,default_small_club
bd5e526,The Show,Rancho Mirage,7,6,500,default_small_club
7bd4ae10,Elks Unocal Event Center,Santa Maria,7,7,500,default_small_club
7bd0f2c0,Mare Island Waterfront,Vallejo,7,7,500,default_small_club
13d4b5c1,Bankhead Theater,Livermore,7,7,1200,heuristic_theater
bd63982,Long Beach Arena,Long Beach,7,7,12000,heuristic_arena
23d67443,Tiki Bar,Costa Mesa,7,6,200,heuristic_bar
4bd397ea,Jerry Garcia Amphitheatre,San Francisco,7,7,8000,heuristic_amphitheatre
33d394dd,Alvas Showroom,San Pedro,7,6,500,default_small_club
7bd6cadc,Castro Theatre,San Francisco,7,5,1200,heuristic_theater
5bd11fb4,Thee Stork Club,Oakland,7,5,500,default_small_club
7bd3aa04,Oracle Park,San Francisco,7,7,500,default_small_club
1bd08920,The Sardine,San Pedro,7,7,500,default_small_club
53d0f305,Oxbow RiverStage,Napa,7,5,500,default_small_club
6bd3f6aa,"Walt Disney Concert Hall, REDCAT Theater",Los Angeles,7,7,1200,heuristic_theater
7bd0ee34,The Vermont Hollywood,Los Angeles,7,7,500,default_small_club
6bd77e1e,TRiP Nightclub,Santa Monica,6,5,500,default_small_club
7bd55e1c,The Parish at House of Blues,Anaheim,6,6,500,default_small_club
1bd3a174,The Doll Hut,Anaheim,6,6,500,default_small_club
13d585ed,Lake Perris Fairgrounds,Perris,6,6,8000,heuristic_fairgrounds
bd4c1c2,Rainbow Bar & Grill,West Hollywood,6,6,200,heuristic_bar
33d1acd9,Acrisure Arena,Thousand Palms,6,6,12000,heuristic_arena
33d7a079,Bardot,Los Angeles,6,6,200,heuristic_bar
73d7a6f1,Kuumbwa Jazz Center,Santa Cruz,6,5,500,default_small_club
2bd4d40e,Luther Burbank Center for the Arts,Santa Rosa,6,6,500,default_small_club
43d0d313,Studio City Sound,Los Angeles,6,6,500,default_small_club
53d12b81,Belching Beaver Brewery,Oceanside,6,6,500,default_small_club
2bd38c16,Lobero Theatre,Santa Barbara,6,6,1200,heuristic_theater
bd15922,Blue Beach Studio,Redondo Beach,6,6,500,default_small_club
4bd28776,Avalon,Los Angeles,6,6,500,default_small_club
3bd398ec,Pala Casino Spa & Resort,Pala,6,6,500,default_small_club
7bd7fa80,Temple Nightclub,San Francisco,6,6,500,default_small_club
3bd60424,ABC Studios,Los Angeles,6,6,500,default_small_club
3bd5308c,Libbey Bowl,Ojai,6,6,500,default_small_club
1bd05184,Private Venue,Los Angeles,6,5,500,default_small_club
23d1a833,The Jennifer Hudson Show,Los Angeles,6,6,500,default_small_club
23d48cb3,Harvard and Stone,Los Angeles,6,6,500,default_small_club
13d1bda5,Rapid Skateshop,Simi Valley,6,6,500,default_small_club
4bd3a73e,Pacific Amphitheatre,Costa Mesa,6,6,8500,wikipedia
73d0b60d,The Comedy Store,West Hollywood,6,3,500,default_small_club
